"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality.class"
"3989",6.1,0.2,0.17,1.6,0.048,0.046,0.129,0.991,3.3,0.43,11.4,6,"high"
"3990",6.8,0.11,0.27,8.6,0.044,0.045,0.104,0.99454,3.2,0.37,9.9,6,"high"
"3991",7.3,0.23,0.41,14.6,0.048,0.073,0.223,0.99863,3.16,0.71,9.4,6,"high"
"3992",6.9,0.2,0.41,1.1,0.06,0.036,0.104,0.99317,2.99,0.39,9.2,5,"low"
"3993",6.7,0.19,0.32,3.7,0.041,0.026,0.076,0.99173,2.9,0.57,10.5,7,"high"
"3994",6.7,0.28,0.34,8.9,0.048,0.032,0.111,0.99455,3.25,0.54,11,7,"high"
"3995",6.7,0.28,0.34,8.9,0.048,0.032,0.111,0.99455,3.25,0.54,11,7,"high"
"3996",8,0.37,0.31,4.7,0.038,0.003,0.127,0.99186,2.9,0.72,12.1,5,"low"
"3997",6.7,0.28,0.34,8.9,0.048,0.032,0.111,0.99455,3.25,0.54,11,7,"high"
"3998",6,0.26,0.29,3.1,0.041,0.037,0.144,0.98944,3.22,0.39,12.8,7,"high"
"3999",6.4,0.24,0.49,5.8,0.053,0.025,0.12,0.9942,3.01,0.47,10.5,6,"high"
"4000",6.4,0.24,0.49,5.8,0.053,0.025,0.12,0.9942,3.01,0.47,10.5,6,"high"
"4001",6.4,0.24,0.49,5.8,0.053,0.025,0.12,0.9942,3.01,0.47,10.5,6,"high"
"4002",6.4,0.25,0.57,1,0.062,0.021,0.122,0.99238,3,0.4,9.5,5,"low"
"4003",6.1,0.25,0.48,15.8,0.052,0.025,0.094,0.99782,3.07,0.45,9.2,6,"high"
"4004",6.8,0.14,0.35,1.5,0.047,0.04,0.117,0.99111,3.07,0.72,11.1,6,"high"
"4005",6.5,0.38,0.26,5.2,0.042,0.033,0.112,0.99067,3.06,0.5,12.3,7,"high"
"4006",6.8,0.14,0.35,1.5,0.047,0.04,0.117,0.99111,3.07,0.72,11.1,6,"high"
"4007",5.4,0.15,0.32,2.5,0.037,0.01,0.051,0.98878,3.04,0.58,12.6,6,"high"
"4008",6.4,0.25,0.57,1,0.062,0.021,0.122,0.99238,3,0.4,9.5,5,"low"
"4009",6.1,0.25,0.48,15.8,0.052,0.025,0.094,0.99782,3.07,0.45,9.2,6,"high"
"4010",6.8,0.22,0.32,5.9,0.054,0.04,0.152,0.9938,3.2,0.57,10.8,6,"high"
"4011",7.2,0.21,0.29,3.1,0.044,0.039,0.122,0.99143,3,0.6,11.3,6,"high"
"4012",6,0.26,0.29,3.1,0.041,0.037,0.144,0.98944,3.22,0.39,12.8,7,"high"
"4013",6.4,0.24,0.49,5.8,0.053,0.025,0.12,0.9942,3.01,0.47,10.5,6,"high"
"4014",6.5,0.46,0.24,11.5,0.051,0.056,0.171,0.99588,3.08,0.56,9.8,6,"high"
"4015",6.5,0.18,0.48,18,0.054,0.056,0.183,1.00038,2.98,0.61,8.5,6,"high"
"4016",6.2,0.32,0.12,4.8,0.054,0.006,0.097,0.99424,3.16,0.5,9.3,5,"low"
"4017",7.2,0.4,0.24,8.5,0.055,0.045,0.151,0.99626,3.2,0.52,9.2,5,"low"
"4018",5.9,0.23,0.24,1.6,0.037,0.032,0.115,0.99076,3.21,0.51,11.4,6,"high"
"4019",6.4,0.18,0.48,18,0.054,0.056,0.183,1.00038,2.98,0.61,8.5,6,"high"
"4020",6.2,0.32,0.12,4.8,0.054,0.006,0.097,0.99424,3.16,0.5,9.3,5,"low"
"4021",6.4,0.37,0.12,5.9,0.056,0.006,0.091,0.99536,3.06,0.46,8.4,4,"low"
"4022",7,0.23,0.42,1.1,0.062,0.035,0.1,0.99318,3.04,0.4,9.2,5,"low"
"4023",7.2,0.4,0.24,8.5,0.055,0.045,0.151,0.99626,3.2,0.52,9.2,5,"low"
"4024",7.6,0.19,0.37,13.1,0.033,0.052,0.151,0.99726,3.18,0.47,10.4,6,"high"
"4025",6,0.28,0.27,4.1,0.046,0.05,0.147,0.99126,3.27,0.56,11.6,6,"high"
"4026",6.2,0.32,0.45,2.9,0.029,0.037,0.094,0.98998,3.25,0.6,12.4,6,"high"
"4027",7.6,0.19,0.37,13.1,0.033,0.052,0.151,0.99726,3.18,0.47,10.4,6,"high"
"4028",6.4,0.26,0.26,1.1,0.052,0.022,0.176,0.99304,3.09,0.54,9.3,5,"low"
"4029",5.9,0.25,0.27,1.5,0.029,0.037,0.081,0.9892,3.2,0.46,12.2,6,"high"
"4030",6.1,0.28,0.3,7.75,0.031,0.033,0.139,0.99296,3.22,0.46,11,6,"high"
"4031",6.9,0.19,0.38,1.15,0.023,0.03,0.105,0.99047,3.11,0.38,11.4,5,"low"
"4032",6.4,0.29,0.57,1,0.06,0.015,0.12,0.9924,3.06,0.41,9.5,5,"low"
"4033",6.8,0.27,0.22,17.8,0.034,0.016,0.116,0.9989,3.07,0.53,9.2,5,"low"
"4034",7.5,0.26,0.38,5.7,0.021,0.023,0.125,0.99338,3.13,0.62,11.1,6,"high"
"4035",6.8,0.27,0.22,17.8,0.034,0.016,0.116,0.9989,3.07,0.53,9.2,5,"low"
"4036",6.4,0.2,0.22,7.4,0.032,0.053,0.172,0.99404,3.24,0.58,11,6,"high"
"4037",7.3,0.33,0.22,1.4,0.041,0.04,0.177,0.99287,3.14,0.48,9.9,5,"low"
"4038",7.3,0.34,0.22,1.4,0.044,0.043,0.176,0.99286,3.14,0.46,9.9,5,"low"
"4039",6.4,0.29,0.57,1,0.06,0.015,0.12,0.9924,3.06,0.41,9.5,5,"low"
"4040",6.1,0.26,0.16,4.4,0.033,0.008,0.109,0.99058,3.35,0.47,12.4,4,"low"
"4041",6.3,0.24,0.29,1.6,0.052,0.048,0.185,0.9934,3.21,0.5,9.4,5,"low"
"4042",6.2,0.24,0.22,7.9,0.053,0.045,0.149,0.99545,3.23,0.52,9.3,5,"low"
"4043",7.4,0.16,0.27,15.5,0.05,0.025,0.135,0.9984,2.9,0.43,8.7,7,"high"
"4044",7.4,0.16,0.27,15.5,0.05,0.025,0.135,0.9984,2.9,0.43,8.7,7,"high"
"4045",7.4,0.16,0.27,15.5,0.05,0.025,0.135,0.9984,2.9,0.43,8.7,7,"high"
"4046",7.4,0.16,0.27,15.5,0.05,0.025,0.135,0.9984,2.9,0.43,8.7,7,"high"
"4047",7.2,0.17,0.28,17.55,0.05,0.033,0.154,0.99971,2.94,0.43,9,7,"high"
"4048",6.9,0.19,0.35,13.5,0.038,0.049,0.118,0.99546,3,0.63,10.7,6,"high"
"4049",6.9,0.19,0.35,13.5,0.038,0.049,0.118,0.99546,3,0.63,10.7,6,"high"
"4050",6.8,0.16,0.36,1.3,0.034,0.032,0.098,0.99058,3.02,0.58,11.3,6,"high"
"4051",7.4,0.16,0.27,15.5,0.05,0.025,0.135,0.9984,2.9,0.43,8.7,7,"high"
"4052",6.8,0.3,0.27,11.6,0.028,0.022,0.097,0.99314,2.96,0.38,11.7,6,"high"
"4053",6.2,0.24,0.22,7.9,0.053,0.045,0.149,0.99545,3.23,0.52,9.3,5,"low"
"4054",7.4,0.16,0.27,15.5,0.05,0.025,0.135,0.9984,2.9,0.43,8.7,7,"high"
"4055",7.2,0.17,0.28,17.55,0.05,0.033,0.154,0.99971,2.94,0.43,9,7,"high"
"4056",6.8,0.3,0.27,11.6,0.028,0.022,0.097,0.99314,2.96,0.38,11.7,6,"high"
"4057",6.5,0.43,0.18,13.15,0.032,0.025,0.131,0.99565,3.23,0.51,10.7,5,"low"
"4058",6.6,0.17,0.36,1.9,0.036,0.038,0.11,0.99056,3.05,0.54,11.4,6,"high"
"4059",6.9,0.19,0.35,13.5,0.038,0.049,0.118,0.99546,3,0.63,10.7,6,"high"
"4060",6.8,0.16,0.36,1.3,0.034,0.032,0.098,0.99058,3.02,0.58,11.3,6,"high"
"4061",6.4,0.41,0.31,6.1,0.048,0.02,0.07,0.99362,3.19,0.42,10,5,"low"
"4062",6.4,0.41,0.31,6.1,0.048,0.02,0.07,0.99362,3.19,0.42,10,5,"low"
"4063",7.4,0.36,0.32,1.9,0.036,0.027,0.119,0.99196,3.15,0.49,11.2,6,"high"
"4064",6.1,0.17,0.21,1.9,0.042,0.044,0.13,0.99255,3.07,0.41,9.7,5,"low"
"4065",5.5,0.28,0.21,1.6,0.032,0.023,0.085,0.99027,3.42,0.42,12.5,5,"low"
"4066",6.6,0.26,0.26,11.3,0.029,0.032,0.11,0.99302,3.27,0.47,12.9,8,"high"
"4067",7.1,0.44,0.27,8.4,0.057,0.06,0.16,0.99257,3.16,0.36,11.8,6,"high"
"4068",6.9,0.38,0.28,8.3,0.062,0.022,0.166,0.99506,3.16,0.72,10.6,5,"low"
"4069",7.1,0.44,0.27,8.4,0.057,0.06,0.16,0.99257,3.16,0.36,11.8,6,"high"
"4070",6.2,0.24,0.28,12.2,0.049,0.054,0.133,0.9952,3.19,0.37,10.7,6,"high"
"4071",6.1,0.28,0.27,8,0.048,0.041,0.162,0.99498,3.21,0.51,9.9,5,"low"
"4072",7.6,0.26,0.32,1.3,0.048,0.023,0.076,0.9903,2.96,0.46,12,6,"high"
"4073",7.5,0.16,0.38,12.7,0.043,0.0705,0.163,0.99706,3.15,0.47,10.4,7,"high"
"4074",6.5,0.36,0.16,1.3,0.054,0.011,0.107,0.99398,3.19,0.39,8.5,5,"low"
"4075",6.6,0.35,0.19,10.5,0.06,0.015,0.082,0.99588,3.13,0.38,9.9,4,"low"
"4076",5.7,0.25,0.26,12.5,0.049,0.0525,0.12,0.99691,3.08,0.45,9.4,6,"high"
"4077",7.4,0.37,0.26,9.6,0.05,0.033,0.134,0.99608,3.13,0.46,10.4,5,"low"
"4078",5.7,0.25,0.21,1.5,0.044,0.021,0.108,0.99142,3.3,0.59,11,6,"high"
"4079",5.8,0.23,0.21,1.5,0.044,0.021,0.11,0.99138,3.3,0.57,11,6,"high"
"4080",5.4,0.265,0.28,7.8,0.052,0.027,0.091,0.99432,3.19,0.38,10.4,6,"high"
"4081",5.7,0.25,0.27,10.8,0.05,0.058,0.116,0.99592,3.1,0.5,9.8,6,"high"
"4082",5.7,0.25,0.26,12.5,0.049,0.0525,0.106,0.99691,3.08,0.45,9.4,6,"high"
"4083",5.9,0.23,0.28,8.6,0.046,0.037,0.142,0.99432,3.23,0.53,10.6,6,"high"
"4084",6.2,0.3,0.32,1.2,0.052,0.032,0.185,0.99266,3.28,0.44,10.1,5,"low"
"4085",6.5,0.33,0.24,14.5,0.048,0.02,0.096,0.99456,3.06,0.3,11.5,8,"high"
"4086",7.4,0.26,0.29,3.7,0.048,0.014,0.073,0.9915,3.06,0.45,11.4,6,"high"
"4087",7,0.2,0.4,1.1,0.058,0.03,0.093,0.99322,3.03,0.38,9.2,6,"high"
"4088",6.5,0.21,0.42,1.1,0.059,0.033,0.101,0.9927,3.12,0.38,9.7,6,"high"
"4089",7.3,0.25,0.27,3.8,0.047,0.016,0.079,0.99173,3.07,0.46,11.3,6,"high"
"4090",6.8,0.27,0.24,4.6,0.042,0.036,0.127,0.99412,3.15,0.49,9.6,6,"high"
"4091",6.7,0.24,0.3,10.2,0.07,0.044,0.179,0.99666,2.86,0.46,8.9,6,"high"
"4092",6.4,0.14,0.28,7.9,0.057,0.021,0.082,0.99425,3.26,0.36,10,6,"high"
"4093",6.4,0.26,0.2,2.4,0.059,0.019,0.112,0.99314,3.18,0.4,9.2,6,"high"
"4094",6.6,0.41,0.27,10.7,0.042,0.02,0.103,0.99672,3.08,0.41,9,6,"high"
"4095",6.4,0.25,0.28,4.9,0.03,0.029,0.098,0.99024,3.09,0.58,12.8,7,"high"
"4096",6.6,0.41,0.27,10.7,0.042,0.02,0.103,0.99672,3.08,0.41,9,6,"high"
"4097",8,0.25,0.35,1.1,0.054,0.013,0.136,0.99366,3.08,0.55,9.5,5,"low"
"4098",6.4,0.14,0.28,7.9,0.057,0.021,0.082,0.99425,3.26,0.36,10,6,"high"
"4099",6.6,0.21,0.34,5.6,0.046,0.03,0.14,0.99299,3.22,0.38,11,5,"low"
"4100",6.4,0.26,0.2,2.4,0.059,0.019,0.112,0.99314,3.18,0.4,9.2,6,"high"
"4101",6.3,0.29,0.23,14.2,0.037,0.024,0.099,0.99528,3.08,0.38,10.6,6,"high"
"4102",6.9,0.37,0.23,9.5,0.057,0.054,0.166,0.99568,3.23,0.42,10,5,"low"
"4103",6.9,0.37,0.23,9.5,0.057,0.054,0.166,0.99568,3.23,0.42,10,5,"low"
"4104",5.7,0.31,0.28,4.1,0.03,0.022,0.086,0.99062,3.31,0.38,11.7,7,"high"
"4105",6.9,0.45,0.27,4.7,0.035,0.017,0.08,0.99058,3.12,0.36,12.5,7,"high"
"4106",6.9,0.3,0.45,1.4,0.039,0.036,0.122,0.99059,3.07,0.47,11.1,7,"high"
"4107",5.3,0.23,0.56,0.9,0.041,0.046,0.141,0.99119,3.16,0.62,9.7,5,"low"
"4108",6.8,0.3,0.26,20.3,0.037,0.045,0.15,0.99727,3.04,0.38,12.3,6,"high"
"4109",6.7,0.28,0.42,3.5,0.035,0.043,0.105,0.99021,3.18,0.38,12.2,6,"high"
"4110",5,0.255,0.22,2.7,0.043,0.046,0.153,0.99238,3.17,0.76,11.3,6,"high"
"4111",7.6,0.4,0.27,1.2,0.053,0.023,0.193,0.99164,3.22,0.38,11.6,5,"low"
"4112",5.5,0.21,0.25,1.2,0.04,0.018,0.075,0.99006,3.31,0.56,11.3,6,"high"
"4113",6,0.2,0.25,2,0.041,0.03,0.095,0.99078,3.27,0.56,11.1,6,"high"
"4114",6.1,0.17,0.29,1.1,0.041,0.032,0.092,0.99036,3.26,0.57,11.2,6,"high"
"4115",7.5,0.21,0.29,1.5,0.046,0.035,0.107,0.99123,3.15,0.45,11.3,6,"high"
"4116",7.3,0.26,0.32,1.2,0.041,0.029,0.094,0.98978,3.07,0.45,12,6,"high"
"4117",6.2,0.35,0.2,18.1,0.069,0.033,0.158,0.99908,3.15,0.5,8.8,6,"high"
"4118",6.2,0.35,0.2,18.1,0.069,0.033,0.158,0.99908,3.15,0.5,8.8,6,"high"
"4119",6.5,0.43,0.31,3.6,0.046,0.019,0.143,0.99022,3.15,0.34,12,8,"high"
"4120",6.5,0.4,0.31,3.5,0.046,0.022,0.147,0.99024,3.15,0.31,12,7,"high"
"4121",7.4,0.28,0.5,12.1,0.049,0.048,0.122,0.9973,3.01,0.44,9,5,"low"
"4122",6.3,0.23,0.22,17.45,0.054,0.042,0.151,0.99853,3.12,0.6,9.3,6,"high"
"4123",6.2,0.34,0.25,12.1,0.059,0.033,0.171,0.99769,3.14,0.56,8.7,6,"high"
"4124",6.6,0.44,0.32,3,0.042,0.013,0.075,0.98954,3.1,0.63,12.8,6,"high"
"4125",6,0.13,0.36,1.6,0.052,0.023,0.072,0.98974,3.1,0.5,11.5,7,"high"
"4126",6.3,0.17,0.23,5.7,0.048,0.044,0.147,0.99382,3.08,0.54,10,5,"low"
"4127",6.3,0.18,0.22,5.6,0.047,0.045,0.147,0.99383,3.09,0.54,10,5,"low"
"4128",6.7,0.31,0.34,6.8,0.059,0.051,0.215,0.99538,3.33,0.56,10.3,5,"low"
"4129",6.6,0.33,0.32,15.6,0.054,0.062,0.227,0.99734,3.25,0.56,10.4,5,"low"
"4130",6.3,0.34,0.31,6,0.02,0.018,0.068,0.98981,3.22,0.29,13.4,7,"high"
"4131",6.8,0.29,0.32,1.8,0.032,0.018,0.13,0.99095,3.05,0.62,11.2,6,"high"
"4132",7.4,0.31,0.26,8.6,0.048,0.047,0.206,0.9964,3.26,0.36,9.1,5,"low"
"4133",7.4,0.31,0.26,8.6,0.048,0.047,0.206,0.9964,3.26,0.36,9.1,5,"low"
"4134",5.7,0.25,0.27,11.5,0.04,0.024,0.12,0.99411,3.33,0.31,10.8,6,"high"
"4135",6.8,0.27,0.28,7.8,0.038,0.026,0.089,0.9915,3.24,0.34,12.5,6,"high"
"4136",5.9,0.26,0.24,2.4,0.046,0.027,0.132,0.99234,3.17,0.73,11.3,5,"low"
"4137",5.9,0.26,0.23,5,0.035,0.02,0.128,0.99016,3.46,0.48,12.8,6,"high"
"4138",7.4,0.31,0.26,8.6,0.048,0.047,0.206,0.9964,3.26,0.36,9.1,5,"low"
"4139",6.6,0.23,0.32,1.5,0.041,0.008,0.072,0.98949,3.22,0.39,12.7,6,"high"
"4140",6.8,0.18,0.35,5.4,0.054,0.053,0.143,0.99287,3.1,0.54,11,7,"high"
"4141",6.8,0.28,0.29,11.9,0.052,0.051,0.149,0.99544,3.02,0.58,10.4,6,"high"
"4142",6.8,0.28,0.29,11.9,0.052,0.051,0.149,0.99544,3.02,0.58,10.4,6,"high"
"4143",5.9,0.27,0.27,9,0.051,0.043,0.136,0.9941,3.25,0.53,10.7,6,"high"
"4144",6.1,0.25,0.28,10,0.055,0.056,0.131,0.994,3.22,0.35,10.9,6,"high"
"4145",6.8,0.28,0.29,11.9,0.052,0.051,0.149,0.99544,3.02,0.58,10.4,6,"high"
"4146",6.8,0.26,0.29,11.9,0.052,0.054,0.16,0.99546,3.03,0.58,10.4,6,"high"
"4147",7.1,0.13,0.29,15.5,0.064,0.056,0.1155,0.99737,3.16,0.41,9.7,7,"high"
"4148",6.8,0.18,0.35,5.4,0.054,0.053,0.143,0.99287,3.1,0.54,11,7,"high"
"4149",6.2,0.2,0.25,15,0.055,0.008,0.12,0.99767,3.19,0.53,9.6,6,"high"
"4150",5.8,0.24,0.28,1.4,0.038,0.04,0.076,0.98711,3.1,0.29,13.9,7,"high"
"4151",7.6,0.48,0.31,9.4,0.046,0.006,0.194,0.99714,3.07,0.61,9.4,5,"low"
"4152",7.4,0.26,0.32,3.7,0.032,0.029,0.193,0.99134,3.1,0.67,12.5,6,"high"
"4153",6.2,0.2,0.25,15,0.055,0.008,0.12,0.99767,3.19,0.53,9.6,6,"high"
"4154",6.1,0.3,0.47,1.4,0.049,0.05,0.187,0.9927,3.19,0.45,9.5,5,"low"
"4155",6.2,0.32,0.5,6.5,0.048,0.061,0.186,0.9948,3.19,0.45,9.6,5,"low"
"4156",6.1,0.3,0.47,1.4,0.049,0.05,0.187,0.9927,3.19,0.45,9.5,5,"low"
"4157",6.3,0.34,0.52,6.3,0.047,0.063,0.186,0.99481,3.18,0.44,9.6,5,"low"
"4158",7.4,0.16,0.3,13.7,0.056,0.033,0.168,0.99825,2.9,0.44,8.7,7,"high"
"4159",7.4,0.16,0.3,13.7,0.056,0.033,0.168,0.99825,2.9,0.44,8.7,7,"high"
"4160",7.4,0.16,0.3,13.7,0.056,0.033,0.168,0.99825,2.9,0.44,8.7,7,"high"
"4161",7.4,0.16,0.3,13.7,0.056,0.033,0.168,0.99825,2.9,0.44,8.7,7,"high"
"4162",7.4,0.16,0.3,13.7,0.056,0.033,0.168,0.99825,2.9,0.44,8.7,7,"high"
"4163",7.4,0.16,0.3,13.7,0.056,0.033,0.168,0.99825,2.9,0.44,8.7,7,"high"
"4164",7.2,0.26,0.38,1.5,0.061,0.012,0.12,0.99192,3.18,0.46,10.4,5,"low"
"4165",7,0.31,0.35,1.6,0.063,0.013,0.119,0.99184,3.22,0.5,10.7,5,"low"
"4166",6.6,0.22,0.35,1.4,0.05,0.023,0.083,0.99019,3.17,0.48,12,7,"high"
"4167",5.8,0.23,0.31,3.5,0.044,0.035,0.158,0.98998,3.19,0.37,12.1,7,"high"
"4168",6.3,0.17,0.32,1,0.04,0.039,0.118,0.98886,3.31,0.4,13.1,8,"high"
"4169",6,0.19,0.26,1.4,0.039,0.03,0.104,0.98998,3.32,0.41,12.4,6,"high"
"4170",6.7,0.21,0.34,1.5,0.035,0.045,0.123,0.98949,3.24,0.36,12.6,7,"high"
"4171",7.4,0.16,0.3,13.7,0.056,0.033,0.168,0.99825,2.9,0.44,8.7,7,"high"
"4172",6.6,0.22,0.37,1.6,0.04,0.031,0.101,0.99009,3.15,0.66,12,5,"low"
"4173",6.8,0.34,0.27,5.2,0.06,0.014,0.169,0.99252,3.27,0.57,11.6,6,"high"
"4174",7.1,0.34,0.31,1.4,0.042,0.036,0.099,0.99288,2.92,0.5,9.3,5,"low"
"4175",6.3,0.24,0.22,11.9,0.05,0.065,0.179,0.99659,3.06,0.58,9.3,6,"high"
"4176",6.9,0.35,0.39,2.4,0.048,0.025,0.157,0.99133,3.2,0.54,11.1,7,"high"
"4177",6.8,0.24,0.33,3.2,0.049,0.068,0.161,0.99324,3.1,0.69,10.2,6,"high"
"4178",6.4,0.25,0.33,1.7,0.037,0.035,0.113,0.99164,3.23,0.66,10.6,6,"high"
"4179",5.8,0.19,0.33,4.2,0.038,0.049,0.133,0.99107,3.16,0.42,11.3,7,"high"
"4180",6.9,0.24,0.4,15.4,0.052,0.033,0.198,0.9986,3.2,0.69,9.4,5,"low"
"4181",6.5,0.31,0.31,13,0.053,0.031,0.123,0.99708,3.09,0.5,9.3,6,"high"
"4182",6.6,0.25,0.32,5.6,0.039,0.015,0.068,0.99163,2.96,0.52,11.1,6,"high"
"4183",7.5,0.38,0.56,9.7,0.055,0.015,0.17,0.99605,3.13,0.65,9.9,6,"high"
"4184",6.2,0.3,0.3,2.5,0.041,0.029,0.082,0.99065,3.31,0.61,11.8,7,"high"
"4185",6.4,0.33,0.28,4,0.04,0.024,0.081,0.9903,3.26,0.64,12.6,7,"high"
"4186",6.9,0.24,0.4,15.4,0.052,0.033,0.198,0.9986,3.2,0.69,9.4,5,"low"
"4187",7.6,0.27,0.32,1.2,0.043,0.023,0.072,0.99236,3.06,0.68,10.5,5,"low"
"4188",5.9,0.24,0.34,2,0.037,0.04,0.108,0.98948,3.19,0.5,12.3,6,"high"
"4189",5.3,0.33,0.3,1.2,0.048,0.025,0.119,0.99045,3.32,0.62,11.3,6,"high"
"4190",6.4,0.21,0.21,5.1,0.042,0.021,0.105,0.9939,3.07,0.46,9.6,5,"low"
"4191",7,0.22,0.3,1.4,0.04,0.014,0.063,0.98985,3.2,0.33,12,6,"high"
"4192",7.8,0.27,0.35,1.2,0.05,0.036,0.14,0.99138,3.09,0.45,11.2,5,"low"
"4193",6.7,0.2,0.24,6.5,0.044,0.028,0.1,0.99348,3.12,0.33,10.2,6,"high"
"4194",8.1,0.27,0.33,1.3,0.045,0.026,0.1,0.99066,2.98,0.44,12.4,6,"high"
"4195",6.7,0.2,0.24,6.5,0.044,0.028,0.1,0.99348,3.12,0.33,10.2,6,"high"
"4196",7.1,0.45,0.24,2.7,0.04,0.024,0.087,0.98862,2.94,0.38,13.4,8,"high"
"4197",5.8,0.22,0.29,1.3,0.036,0.025,0.068,0.98865,3.24,0.35,12.6,6,"high"
"4198",6.3,0.3,0.48,7.4,0.053,0.034,0.149,0.99472,3.18,0.53,9.8,5,"low"
"4199",7.9,0.36,0.53,12.9,0.049,0.063,0.139,0.99792,2.94,0.45,9.1,5,"low"
"4200",8.1,0.27,0.33,1.3,0.045,0.026,0.1,0.99066,2.98,0.44,12.4,6,"high"
"4201",8,0.24,0.33,1.2,0.044,0.028,0.101,0.99035,3.03,0.43,12.5,6,"high"
"4202",6.7,0.41,0.27,2.6,0.033,0.025,0.085,0.99086,3.05,0.34,11.7,6,"high"
"4203",6.7,0.24,0.31,2.3,0.044,0.037,0.113,0.99013,3.29,0.46,12.9,6,"high"
"4204",6.2,0.3,0.32,1.3,0.054,0.027,0.183,0.99266,3.3,0.43,10.1,5,"low"
"4205",6.9,0.26,0.38,10.5,0.044,0.033,0.139,0.99517,3.06,0.5,10.3,6,"high"
"4206",6.7,0.41,0.27,2.6,0.033,0.025,0.085,0.99086,3.05,0.34,11.7,6,"high"
"4207",5.9,0.32,0.2,14.4,0.05,0.029,0.144,0.99666,3.24,0.41,10.3,6,"high"
"4208",6.1,0.25,0.3,1.2,0.036,0.042,0.107,0.991,3.34,0.56,10.8,7,"high"
"4209",5.6,0.23,0.29,3.1,0.023,0.019,0.089,0.99068,3.25,0.51,11.2,6,"high"
"4210",6.6,0.23,0.32,1.7,0.024,0.026,0.102,0.99084,3.29,0.6,11.8,6,"high"
"4211",6,0.17,0.21,6,0.05,0.026,0.134,0.9939,3.08,0.54,9.8,6,"high"
"4212",7.1,0.38,0.42,11.8,0.041,0.032,0.193,0.99624,3.04,0.49,10,6,"high"
"4213",6.6,0.31,0.37,6.2,0.052,0.013,0.164,0.99602,3.24,0.39,8.8,4,"low"
"4214",6.5,0.38,0.53,1.4,0.042,0.005,0.069,0.9926,3.14,0.52,10.1,4,"low"
"4215",7,0.44,0.24,12.1,0.056,0.068,0.21,0.99718,3.05,0.5,9.5,5,"low"
"4216",7,0.44,0.24,12.1,0.056,0.068,0.21,0.99718,3.05,0.5,9.5,5,"low"
"4217",7,0.44,0.24,12.1,0.056,0.068,0.21,0.99718,3.05,0.5,9.5,5,"low"
"4218",6.1,0.38,0.14,3.9,0.06,0.027,0.113,0.99344,3.07,0.34,9.2,4,"low"
"4219",8,0.33,0.32,4.6,0.041,0.031,0.18,0.99184,2.92,0.74,12.2,6,"high"
"4220",7,0.44,0.24,12.1,0.056,0.068,0.21,0.99718,3.05,0.5,9.5,5,"low"
"4221",6,0.19,0.29,1.2,0.046,0.029,0.092,0.99033,3.22,0.53,11.3,6,"high"
"4222",6.3,0.28,0.34,8.1,0.038,0.044,0.129,0.99248,3.26,0.29,12.1,6,"high"
"4223",6.1,0.38,0.14,3.9,0.06,0.027,0.113,0.99344,3.07,0.34,9.2,4,"low"
"4224",5.3,0.43,0.11,1.1,0.029,0.006,0.051,0.99076,3.51,0.48,11.2,4,"low"
"4225",5.4,0.22,0.35,6.5,0.029,0.026,0.087,0.99092,3.29,0.44,12.5,7,"high"
"4226",6.2,0.345,0.27,10.1,0.056,0.038,0.187,0.99486,3.31,0.56,10.6,5,"low"
"4227",5.6,0.255,0.57,10.7,0.056,0.066,0.171,0.99464,3.25,0.61,10.4,7,"high"
"4228",5.2,0.2,0.27,3.2,0.047,0.016,0.093,0.99235,3.44,0.53,10.1,7,"high"
"4229",6.2,0.29,0.23,12.4,0.048,0.033,0.201,0.99612,3.11,0.56,9.9,6,"high"
"4230",6.3,0.26,0.25,5.2,0.046,0.011,0.133,0.99202,2.97,0.68,11,6,"high"
"4231",6,0.22,0.23,5,0.045,0.01,0.122,0.99261,2.94,0.63,10,6,"high"
"4232",7.5,0.35,0.37,2.5,0.066,0.029,0.089,0.98964,3.14,0.42,12.7,6,"high"
"4233",6.6,0.39,0.28,9.2,0.036,0.01,0.092,0.99206,3.07,0.35,12.1,6,"high"
"4234",6.3,0.23,0.33,6.9,0.052,0.023,0.118,0.9938,3.23,0.46,10.4,6,"high"
"4235",6.3,0.22,0.3,2,0.05,0.023,0.12,0.99204,3.24,0.47,10.4,6,"high"
"4236",6.4,0.29,0.18,15,0.04,0.021,0.116,0.99736,3.14,0.5,9.2,5,"low"
"4237",6.4,0.29,0.18,15,0.04,0.021,0.116,0.99736,3.14,0.5,9.2,5,"low"
"4238",7.5,0.23,0.3,1.2,0.03,0.027,0.08,0.99192,3.05,0.68,10.5,5,"low"
"4239",6.4,0.29,0.18,15,0.04,0.021,0.116,0.99736,3.14,0.5,9.2,5,"low"
"4240",5.7,0.28,0.36,1.8,0.041,0.038,0.09,0.99002,3.27,0.47,11.9,7,"high"
"4241",6.5,0.26,0.24,10.8,0.042,0.047,0.13,0.996,3.08,0.4,10.1,6,"high"
"4242",6.4,0.27,0.29,3.9,0.034,0.062,0.14,0.99237,3.1,0.59,11.1,6,"high"
"4243",5.9,0.22,0.29,4.2,0.037,0.069,0.144,0.99214,3.13,0.74,10.8,7,"high"
"4244",6.8,0.26,0.26,2,0.019,0.0235,0.072,0.99041,3.16,0.47,11.8,6,"high"
